"source","title","author","genre","price_usd","rating","ratings_count","year","language"
"Open Library","The Iron Heel","Jack London","fiction",NA,3.5,20,1907,"chi"
"Open Library","Brood of the Witch-Queen","Sax Rohmer","fiction",NA,4.6,5,1924,"en"
"Open Library","The Narrative of Arthur Gordon Pym","Edgar Allan Poe","fiction",NA,4.285714,7,1838,"jpn"
"Open Library","The Napoleon of Notting Hill","Gilbert Keith Chesterton","fiction",NA,4.571429,7,1904,"es"
"Open Library","Emily of New Moon","Lucy Maud Montgomery","fiction",NA,3.6666667,9,1923,"dan"
"Open Library","The Vampyre","John William Polidori","fiction",NA,3.5833333,12,1819,"en"
"Open Library","The Sea Fairies","L. Frank Baum","fiction",NA,3.3333333,3,1911,"rus"
"Open Library","The Enchanted Castle","Edith Nesbit","fiction",NA,4.181818,11,1907,"es"
"Open Library","Pollyanna","Eleanor Hodgman Porter","fiction",NA,3.8636363,22,1912,"rus"
"Open Library","Игрокъ","Фёдор Михайлович Достоевский","fiction",NA,3.7142856,7,1866,"por"
"Open Library","Anne of the Island","Lucy Maud Montgomery","fiction",NA,3.875,16,1826,"de"
"Open Library","Lilith","George MacDonald","fiction",NA,3.5,6,1895,"en"
"Open Library","Anthem","Ayn Rand","fiction",NA,3.490196,51,1936,"de"
"Open Library","Le roman du masque de fer","Alexandre Dumas","fiction",NA,4.5,8,1600,"de"
"Open Library","Tarzan of the Apes","Edgar Rice Burroughs","fiction",NA,4.4,5,1912,"en"
"Open Library","The Road to Oz","L. Frank Baum","fiction",NA,3.375,8,1909,"en"
"Open Library","The Canterville Ghost","Oscar Wilde","fiction",NA,4.571429,7,1887,"rus"
"Open Library","The food of the gods and how it came to earth","H. G. Wells","fiction",NA,3.8125,16,1900,"en"
"Open Library","Martin Eden","Jack London","fiction",NA,3.804878,41,1908,"es"
"Open Library","The Last Man","Mary Shelley","fiction",NA,3.5,8,1826,"de"
"Open Library","Anne of Windy Poplars","Lucy Maud Montgomery","fiction",NA,3.625,16,1900,"dan"
"Open Library","The blue castle","Lucy Maud Montgomery","fiction",NA,3.7619047,21,1926,"chi"
"Open Library","Phantastes","George MacDonald","fiction",NA,4.1764708,17,1850,"en"
"Open Library","Just So Stories","Rudyard Kipling","fiction",NA,3.5714285,7,1922,"es"
"Open Library","A Modern Utopia","H. G. Wells","fiction",NA,3.357143,14,1900,"ita"
"Open Library","The Complete Life and Adventures of Santa Claus","L. Frank Baum","fiction",NA,4.25,4,1902,"en"
"Open Library","The King in Yellow","Robert W. Chambers","fiction",NA,3.9375,16,1895,"en"
"Open Library","Jo's Boys","Louisa May Alcott","fiction",NA,3.7272727,11,1886,"en"
"Open Library","Of Human Bondage","William Somerset Maugham","fiction",NA,4.181818,11,1915,"vie"
"Open Library","Herland","Charlotte Perkins Gilman","fiction",NA,3.8888888,9,1915,"en"
"Open Library","The Power of Darkness","Edith Nesbit","fiction",NA,2.25,8,2006,"en"
"Open Library","Dorothy and the Wizard in Oz","L. Frank Baum","fiction",NA,3.7,10,1908,"es"
"Open Library","Carmilla","Sheridan Le Fanu","fiction",NA,3.9322033,59,1871,"fr"
"Open Library","The Phoenix and the Carpet","Edith Nesbit","fiction",NA,3.1,10,1903,"en"
"Open Library","The Mystery of the Blue Train","Agatha Christie","fiction",NA,3.9629629,27,1928,"rus"
"Open Library","Kim","Rudyard Kipling","fiction",NA,3.7222223,18,1901,"fr"
"Open Library","Daddy-Long-Legs","Jean Webster","fiction",NA,4.8,5,1912,"chi"
"Open Library","The Man in the Brown Suit","Agatha Christie","fiction",NA,4.111111,18,1924,"en"
"Open Library","Under the Greenwood Tree or, The Mellstock quire","Thomas Hardy","fiction",NA,3.5,4,1872,"en"
"Open Library","A Little Princess","Frances Hodgson Burnett","fiction",NA,4.2105265,19,1905,"en"
"Open Library","A Princess of Mars","Edgar Rice Burroughs","fiction",NA,4.023256,43,1917,"en"
"Open Library","On the Beach","Nevil Shute","fiction",NA,3.75,8,1957,"en"
"Open Library","Howards End","E. M. Forster","fiction",NA,4.4444447,9,1910,"de"
"Open Library","The Black Cat","Edgar Allan Poe","fiction",NA,4.1578946,19,1914,"es"
"Open Library","The Jewel of Seven Stars","Bram Stoker","fiction",NA,4.5,6,1902,"de"
"Open Library","Shirley","Charlotte Brontë","fiction",NA,4.111111,9,1800,"por"
"Open Library","Мастер и Маргарита","Михаил Афанасьевич Булгаков","fiction",NA,4.1595745,94,1966,"por"
"Open Library","An American Tragedy","Theodore Dreiser","fiction",NA,3.857143,14,1900,"rus"
"Open Library","The Story of the Amulet","Edith Nesbit","fiction",NA,3.6666667,9,1905,"fr"
"Open Library","Sult","Knut Hamsun","fiction",NA,3.75,16,1890,"fr"
"Open Library","Jamaica Inn","Daphne du Maurier","fiction",NA,4,4,1936,"en"
"Open Library","The World Set Free","H. G. Wells","fiction",NA,3.5,4,1914,"en"
"Open Library","The Book of Dragons","Edith Nesbit","fiction",NA,3.7857144,14,1973,"es"
"Open Library","The Picture of Dorian Gray","Oscar Wilde","fiction",NA,4.1512604,119,1890,"yid"
"Open Library","She","H. Rider Haggard","fiction",NA,3.8333333,6,1886,"pl"
"Open Library","The Beautiful and Damned","F. Scott Fitzgerald","fiction",NA,4.1,10,1920,"chi"
"Open Library","Voyage au Centre de la Terre","Jules Verne","fiction",NA,4.1235957,89,1867,"por"
"Open Library","The First Men in the Moon","H. G. Wells","fiction",NA,3.2666667,15,1900,"rus"
"Open Library","The Invisible Man","H. G. Wells","fiction",NA,3.8018868,106,NA,"por"
"Open Library","Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte","Michael Ende","fiction",NA,4.529412,34,1973,"en"
"Open Library","Mrs. Dalloway","Virginia Woolf","fiction",NA,3.64,50,1925,"dan"
"Open Library","The Sun Also Rises","Ernest Hemingway","fiction",NA,3.6666667,27,1926,"por"
"Open Library","Der Zauberberg","Thomas Mann","fiction",NA,4.230769,13,1924,"rus"
"Open Library","The Secret of Chimneys","Agatha Christie","fiction",NA,4.368421,19,1925,"de"
"Open Library","The Silmarillion","J.R.R. Tolkien","fiction",NA,3.957265,117,1977,"por"
"Open Library","Kidnapped","Robert Louis Stevenson","fiction",NA,3.7777777,18,1886,"per"
"Open Library","Eva Luna","Isabel Allende","fiction",NA,4.111111,9,1987,"ita"
"Open Library","Demian","Hermann Hesse","fiction",NA,4.188679,53,1919,"fr"
"Open Library","La Peste","Albert Camus","fiction",NA,4.107143,28,1942,"arm"
"Open Library","The Old Curiosity Shop","Charles Dickens","fiction",NA,4,5,1800,"por"
"Open Library","White Fang","Jack London","fiction",NA,3.9846153,65,1905,"por"
"Open Library","The Silver Chair","C. S. Lewis","fiction",NA,4,31,1953,"pl"
"Open Library","The Scarlet Pimpernel","Emma Orczy","fiction",NA,4.296296,27,1900,"pl"
"Open Library","The Riddle of the Sands","Erskine Childers","fiction",NA,3.75,4,1903,"chi"
"Open Library","Le fantôme de l'opéra","Gaston Leroux","fiction",NA,3.8461537,39,1911,"jpn"
"Open Library","The Innocence of Father Brown (Father Brown Mystery)","Gilbert Keith Chesterton","fiction",NA,4.2352943,17,1583,"por"
"Open Library","Ordeal by Innocence","Agatha Christie","fiction",NA,4,2,1958,"por"
"Open Library","Ivanhoe","Sir Walter Scott","fiction",NA,3.5333333,15,1800,"de"
"Open Library","A Room with a View","E. M. Forster","fiction",NA,3.75,20,1905,"chi"
"Open Library","It Can't Happen Here","Sinclair Lewis","fiction",NA,3.7368422,19,1935,"rus"
"Open Library","The Last Battle","C. S. Lewis","fiction",NA,3.875,72,1956,"pl"
"Open Library","A Passage to India","E. M. Forster","fiction",NA,3.5,16,1924,"fr"
"Open Library","Anne of Avonlea","Lucy Maud Montgomery","fiction",NA,4.285714,28,1909,"pl"
"Open Library","Villette, a novel","Charlotte Brontë","fiction",NA,3.4,5,1853,"por"
"Open Library","After the Funeral","Agatha Christie","fiction",NA,4.1764708,17,1953,"fr"
"Open Library","Tik-Tok of Oz","L. Frank Baum","fiction",NA,2.5,2,1914,"en"
"Open Library","The Hollow","Agatha Christie","fiction",NA,3.6666667,9,1946,"fr"
"Open Library","Murder on the Links","Agatha Christie","fiction",NA,3.5,22,1923,"por"
"Open Library","The Princess and the Goblin","George MacDonald","fiction",NA,3.5,6,1872,"chi"
"Open Library","The Twits","Roald Dahl","fiction",NA,3.9454546,55,1967,"fr"
"Open Library","The Lost World","Arthur Conan Doyle","fiction",NA,4.0454545,44,1900,"chi"
"Open Library","Sons and Lovers","D. H. Lawrence","fiction",NA,4.5,10,1913,"de"
"Open Library","The Legend of Sleepy Hollow","Washington Irving","fiction",NA,4.125,24,1820,"gre"
"Open Library","His Last Bow [8 stories]","Arthur Conan Doyle","fiction",NA,4.137931,29,1917,"fr"
"Open Library","The Valley of Fear","Arthur Conan Doyle","fiction",NA,4.148148,27,1914,"chi"
"Open Library","The Magician's Nephew","C. S. Lewis","fiction",NA,4.037736,106,1955,"ice"
"Open Library","Der Steppenwolf","Hermann Hesse","fiction",NA,3.9636364,55,1927,"fin"
"Open Library","Memoirs of Fanny Hill","John Cleland","fiction",NA,3.4,5,1749,"en"
"Open Library","The Godfather","Mario Puzo","fiction",NA,4.2272725,44,1969,"pl"
"Open Library","Appointment with Death","Agatha Christie","fiction",NA,3.5714285,14,1938,"heb"
"Open Library","2001","Arthur C. Clarke","science_fiction",NA,4.195122,123,1968,"fr"
"Open Library","The Martian Chronicles","Ray Bradbury","science_fiction",NA,4.093458,107,1950,"rus"
"Open Library","De la terre à la lune","Jules Verne","science_fiction",NA,4.035714,28,1865,"fr"
"Open Library","The book of the damned","Charles Fort","science_fiction",NA,4,2,1919,"en"
"Open Library","Dune","Frank Herbert","science_fiction",NA,4.300242,413,1965,"por"
"Open Library","Мы","Евгений Иванович Замятин","science_fiction",NA,4.075,40,1924,"rus"
"Open Library","The Hitch Hiker's Guide to the Galaxy","Douglas Adams","science_fiction",NA,4.5416665,168,1979,"por"
"Open Library","The Time Machine","H. G. Wells","science_fiction",NA,4.00813,123,1895,"por"
"Open Library","Brave New World","Aldous Huxley","science_fiction",NA,3.9715536,457,1932,"rus"
"Open Library","Flatland","Edwin Abbott Abbott","science_fiction",NA,3.9081633,98,1884,"por"
"Open Library","The War of the Worlds","H. G. Wells","science_fiction",NA,3.8152866,157,NA,"por"
"Open Library","Fahrenheit 451","Ray Bradbury","science_fiction",NA,3.9765809,427,1953,"fr"
"Open Library","R.U.R. and The insect play","Karel Čapek","science_fiction",NA,3.75,8,1920,"de"
"Open Library","Vingt mille lieues sous les mers","Jules Verne","science_fiction",NA,4.05,60,1870,"yid"
"Open Library","When the Sleeper Awakes","H. G. Wells","science_fiction",NA,3.6363637,11,1899,"de"
"Open Library","The Island of Dr. Moreau","H. G. Wells","science_fiction",NA,3.6938775,49,1896,"de"
"Open Library","Frankenstein or The Modern Prometheus","Mary Shelley","science_fiction",NA,3.9629629,216,1818,"rus"
"Open Library","Animal Farm","George Orwell","science_fiction",NA,4.1482143,560,1945,"yid"
"Open Library","Charlie and the Great Glass Elevator","Roald Dahl","science_fiction",NA,3.528302,53,1972,"rus"
"Open Library","Ender's Game","Orson Scott Card","science_fiction",NA,4.3491273,401,1985,"srp"
"Open Library","The Handmaid's Tale","Margaret Atwood","science_fiction",NA,3.9590163,122,1985,"rus"
"Open Library","Бѣсы","Фёдор Михайлович Достоевский","science_fiction",NA,4.5,8,1871,"rus"
"Open Library","Genji monogatari","Murasaki Shikibu","science_fiction",NA,4,8,1900,"pan"
"Open Library","Poirot investigates","Agatha Christie","science_fiction",NA,4.3333335,18,1924,"chi"
"Open Library","Dracula","Bram Stoker","science_fiction",NA,4.0439563,182,1897,"por"
"Open Library","Slaughterhouse-Five","Kurt Vonnegut","science_fiction",NA,4.1647058,255,1968,"bel"
"Open Library","Nineteen Eighty-Four","George Orwell","science_fiction",NA,4.2886076,395,1949,"rum"
"Open Library","The Strange Case of Dr. Jekyll and Mr. Hyde","Robert Louis Stevenson","science_fiction",NA,3.9503546,141,1875,"rus"
"Open Library","The Lightning Thief","Rick Riordan","science_fiction",NA,4.2871795,390,2005,"por"
"Open Library","The Secret Agent","Joseph Conrad","science_fiction",NA,4.076923,26,1907,"de"
"Open Library","The Wonderful Wizard of Oz","L. Frank Baum","science_fiction",NA,3.935484,124,1899,"bel"
"Open Library","Hard Times","Charles Dickens","science_fiction",NA,3.909091,22,1854,"por"
"Open Library","Northern Lights","Philip Pullman","science_fiction",NA,3.9506726,223,1995,"por"
"Open Library","Le Tour du Monde en Quatre-Vingts Jours","Jules Verne","science_fiction",NA,3.9529412,85,1872,"por"
"Open Library","The Lion, the Witch and the Wardrobe","C. S. Lewis","science_fiction",NA,4.132231,121,1950,"ukr"
"Open Library","The Giver","Lois Lowry","science_fiction",NA,4.029126,309,1993,"nor"
"Open Library","Братья Карамазовы","Фёдор Михайлович Достоевский","science_fiction",NA,4.2580647,62,1880,"rus"
"Open Library","Metamorphosis","Franz Kafka","science_fiction",NA,4.1643834,146,1915,"por"
"Open Library","The Lost Symbol","Dan Brown","science_fiction",NA,3.6082475,97,2009,"pl"
"Open Library","The Two Towers","J.R.R. Tolkien","science_fiction",NA,4.367713,223,1954,"rus"
"Open Library","A Wrinkle in Time","Madeleine L'Engle","science_fiction",NA,3.9294116,170,1962,"kur"
"Open Library","A Clockwork Orange","Anthony Burgess","science_fiction",NA,4.030303,66,1962,"rus"
"Open Library","The Hunger Games","Suzanne Collins","science_fiction",NA,4.1013646,513,2008,"rus"
"Open Library","The Hobbit","J.R.R. Tolkien","science_fiction",NA,4.2830577,484,1937,"yid"
"Open Library","Catching Fire","Suzanne Collins","science_fiction",NA,4.113879,281,2009,"por"
"Open Library","Carrie","Stephen King","science_fiction",NA,4,161,1974,"por"
"Open Library","The Subtle Knife","Philip Pullman","science_fiction",NA,4.009524,105,1997,"heb"
"Open Library","Harry Potter and the Philosopher's Stone","J. K. Rowling","science_fiction",NA,4.2183676,980,1997,"yid"
"Open Library","Moby Dick","Herman Melville","science_fiction",NA,3.9786096,187,1851,"fr"
"Open Library","Common Sense","Thomas Paine","science_fiction",NA,4.1,10,1776,"chi"
"Open Library","A Game of Thrones","George R. R. Martin","science_fiction",NA,4.217742,744,1996,"jpn"
"Open Library","Twilight","Stephenie Meyer","science_fiction",NA,3.6515512,419,2005,"gre"
"Open Library","Harry Potter and the Prisoner of Azkaban","J. K. Rowling","science_fiction",NA,4.2423263,619,1999,"rum"
"Open Library","A Doll's House","Henrik Ibsen","science_fiction",NA,4.3333335,12,1889,"en"
"Open Library","The Prince","Niccolò Machiavelli","science_fiction",NA,3.8490567,106,1515,"rum"
"Open Library","Utopia","Thomas More","science_fiction",NA,3.35,20,1518,"de"
"Open Library","Du contrat social","Jean-Jacques Rousseau","science_fiction",NA,4.2,5,1762,"en"
"Open Library","Roughing It","Mark Twain","science_fiction",NA,4.1666665,6,1872,"fr"
"Open Library","Rights of Man","Thomas Paine","science_fiction",NA,4.5,4,1791,"chi"
"Open Library","πολιτεία","Πλάτων","science_fiction",NA,3.7454545,55,1554,"grc"
"Open Library","Misery","Stephen King","science_fiction",NA,4.1678834,137,1978,"por"
"Open Library","Essays","Francis Bacon","science_fiction",NA,3.6363637,11,1618,"jpn"
"Open Library","Faerie queene","Edmund Spenser","science_fiction",NA,4.6,10,1590,"en"
"Open Library","Alice's Adventures in Wonderland","Lewis Carroll","science_fiction",NA,4.064516,217,1865,"yid"
"Open Library","The golden bough","James George Frazer","science_fiction",NA,3.8,5,1890,"ita"
"Open Library","The Art of War","孙武","science_fiction",NA,4.076433,157,1900,"fr"
"Open Library","Foundation","Isaac Asimov","science_fiction",NA,4.095238,294,1951,"rus"
"Open Library","A Vindication of Rights of Woman","Mary Wollstonecraft","science_fiction",NA,3.6,10,1792,"en"
"Open Library","Les Robots","Isaac Asimov","science_fiction",NA,4.25,180,1950,"por"
"Open Library","Life on the Mississippi","Mark Twain","science_fiction",NA,3.8333333,6,1883,"en"
"Open Library","Much Ado About Nothing","William Shakespeare","science_fiction",NA,4.2727275,11,1600,"tlh"
"Open Library","Narrative of the life of Frederick Douglass","Frederick Douglass","science_fiction",NA,4.3333335,12,1845,"en"
"Open Library","History","Herodotus","science_fiction",NA,3.9333334,15,1494,"grc"
"Open Library","Walden","Henry David Thoreau","science_fiction",NA,3.909091,33,1854,"rus"
"Open Library","Tao te Ching","老子","science_fiction",NA,4.2909093,55,1842,"por"
"Open Library","Romeo and Juliet","William Shakespeare","science_fiction",NA,3.6714976,207,1597,"fr"
"Open Library","Nemesis","Agatha Christie","mystery",NA,4.090909,11,1970,"ita"
"Open Library","At Bertram's Hotel","Agatha Christie","mystery",NA,4.0666666,15,1965,"de"
"Open Library","They Do It with Mirrors","Agatha Christie","mystery",NA,4.3333335,9,1952,"heb"
"Open Library","4:50 from Paddington","Agatha Christie","mystery",NA,3.9565217,23,1957,"rus"
"Open Library","The Mirror Crack'd from Side to Side","Agatha Christie","mystery",NA,4.4444447,18,1960,"ita"
"Open Library","Hallowe'en Party","Agatha Christie","mystery",NA,3.4666667,15,1969,"de"
"Open Library","The Big Four","Agatha Christie","mystery",NA,4.181818,22,1927,"ita"
"Open Library","Murder in Three Acts","Agatha Christie","mystery",NA,3.6666667,12,1934,"en"
"Open Library","Crooked House","Agatha Christie","mystery",NA,4.2727275,11,1949,"por"
"Open Library","Sleeping Murder","Agatha Christie","mystery",NA,4.142857,14,1940,"fr"
"Open Library","The Big Sleep","Raymond Chandler","mystery",NA,4.05,20,1939,"fr"
"Open Library","Peril at End House","Agatha Christie","mystery",NA,4.181818,22,1932,"en"
"Open Library","Five Little Pigs","Agatha Christie","mystery",NA,4,19,1942,"en"
"Open Library","Elephants Can Remember","Agatha Christie","mystery",NA,3.8333333,12,1969,"jpn"
"Open Library","The Murder at the Vicarage","Agatha Christie","mystery",NA,4.137931,29,1930,"por"
"Open Library","The Club of Queer Trades","Gilbert Keith Chesterton","mystery",NA,3.2307692,13,1900,"es"
"Open Library","Curtain","Agatha Christie","mystery",NA,4.3125,16,1975,"por"
"Open Library","A Pocket Full of Rye","Agatha Christie","mystery",NA,4.3846154,13,1953,"rus"
"Open Library","The Man Who Knew Too Much","Gilbert Keith Chesterton","mystery",NA,3.9411764,17,1922,"en"
"Open Library","The Moving Finger","Agatha Christie","mystery",NA,3.7272727,11,1942,"dut"
"Open Library","The Murder of Roger Ackroyd","Agatha Christie","mystery",NA,4.2236843,76,1926,"por"
"Open Library","Whose Body?","Dorothy L. Sayers","mystery",NA,4.25,28,1923,"en"
"Open Library","Sparkling Cyanide","Agatha Christie","mystery",NA,3.9166667,12,1945,"heb"
"Open Library","Evil Under the Sun","Agatha Christie","mystery",NA,3.68,25,1941,"vie"
"Open Library","One, Two, Buckle My Shoe","Agatha Christie","mystery",NA,3.7272727,11,1940,"por"
"Open Library","The Sign of Four","Arthur Conan Doyle","mystery",NA,4.25,88,1889,"srp"
"Open Library","Hercule Poirot's Christmas","Agatha Christie","mystery",NA,4.0454545,22,1939,"por"
"Open Library","Lord Edgware Dies","Agatha Christie","mystery",NA,3.9166667,12,1933,"fr"
"Open Library","Death in the Clouds","Agatha Christie","mystery",NA,4.2941175,17,1935,"jpn"
"Open Library","The Body in the Library","Agatha Christie","mystery",NA,3.85,20,1942,"tur"
"Open Library","Memoirs of Sherlock Holmes [11 stories]","Arthur Conan Doyle","mystery",NA,4.535714,28,1893,"jpn"
"Open Library","A Caribbean Mystery","Agatha Christie","mystery",NA,4,10,1964,"fr"
"Open Library","The Daughter of Time","Josephine Tey","mystery",NA,3.4444444,9,1951,"de"
"Open Library","Murder in Mesopotamia","Agatha Christie","mystery",NA,4.214286,14,1936,"de"
"Open Library","And Then There Were None","Agatha Christie","mystery",NA,4.25,164,1939,"por"
"Open Library","The Secret Adversary","Agatha Christie","mystery",NA,3.7878788,33,1922,"por"
"Open Library","The Man Who Was Thursday","Gilbert Keith Chesterton","mystery",NA,3.4827585,29,1908,"cat"
"Open Library","The Case-Book of Sherlock Holmes","Arthur Conan Doyle","mystery",NA,4.5666666,30,1927,"srp"
"Open Library","A Study in Scarlet","Arthur Conan Doyle","mystery",NA,3.9646018,113,1887,"jpn"
"Open Library","A Murder Is Announced","Agatha Christie","mystery",NA,4.2272725,22,1950,"fr"
"Open Library","Cards on the Table","Agatha Christie","mystery",NA,3.875,16,1936,"de"
"Open Library","The Murders in the Rue Morgue","Edgar Allan Poe","mystery",NA,4.25,20,1841,"epo"
"Open Library","The Adventures of Sherlock Holmes [12 stories]","Arthur Conan Doyle","mystery",NA,4.152941,170,1892,"srp"
"Open Library","The A.B.C. Murders","Agatha Christie","mystery",NA,4.0677967,59,1936,"de"
"Open Library","The Moonstone","Wilkie Collins","mystery",NA,4.090909,22,1800,"ita"
"Open Library","Death on the Nile","Agatha Christie","mystery",NA,4.1666665,24,1937,"heb"
"Open Library","The Clocks","Agatha Christie","mystery",NA,3.2,10,1963,"amh"
"Open Library","Murder on the Orient Express","Agatha Christie","mystery",NA,4.12069,116,1933,"por"
"Open Library","The Return of Sherlock Holmes","Arthur Conan Doyle","mystery",NA,4.2727275,33,1903,"jpn"
"Open Library","The Hound of the Baskervilles","Arthur Conan Doyle","mystery",NA,4,59,1900,"may"
"Open Library","The Mysterious Affair at Styles","Agatha Christie","mystery",NA,4.035714,84,1920,"por"
"Open Library","Tom Sawyer, Detective","Mark Twain","mystery",NA,4.181818,11,1897,"es"
"Open Library","The Complete Sherlock Holmes [4 novels, 56 stories]","Arthur Conan Doyle","mystery",NA,4.5,46,1900,"por"
"Open Library","The Da Vinci Code","Dan Brown","mystery",NA,3.911111,180,2003,"rus"
"Open Library","Third Girl","Agatha Christie","mystery",NA,3.5,6,1966,"fr"
"Open Library","The Woman in White","Wilkie Collins","mystery",NA,4.05,20,1859,"chi"
"Open Library","Il nome della rosa","Umberto Eco","mystery",NA,4.1465516,116,1980,"por"
"Open Library","Arsène Lupin, gentleman-cambrioleur","Maurice Leblanc","mystery",NA,3.75,4,1907,"de"
"Open Library","Преступление и наказание","Фёдор Михайлович Достоевский","mystery",NA,4.295302,149,1866,"yid"
"Open Library","Perfume","Patrick Süskind","mystery",NA,3.8536584,82,1985,"gre"
"Open Library","The Curious Incident of the Dog in the Night-Time","Mark Haddon","mystery",NA,3.9347825,230,2002,"por"
"Open Library","The Thirty-Nine Steps","John Buchan","mystery",NA,3.75,24,1915,"es"
"Open Library","The Secret Garden","Frances Hodgson Burnett","mystery",NA,3.9333334,90,1911,"cat"
"Open Library","The Castle of Otranto","Horace Walpole","mystery",NA,3.4,15,1764,"por"
"Open Library","El túnel","Ernesto Sabato","mystery",NA,4.138889,36,1948,"est"
"Open Library","Heart of Darkness","Joseph Conrad","mystery",NA,3.5984848,132,1899,"tur"
"Open Library","In Cold Blood","Truman Capote","mystery",NA,4.074468,94,1965,"heb"
"Open Library","The Spy Who Came in from the Cold","John le Carré","mystery",NA,4.1555557,45,1602,"fr"
"Open Library","A Connecticut Yankee in King Arthur's Court","Mark Twain","mystery",NA,3.7333333,15,1889,"rus"
"Open Library","Angels & Demons","Dan Brown","mystery",NA,3.6509805,255,2000,"jpn"
"Open Library","Harry Potter and the Half-Blood Prince","J. K. Rowling","mystery",NA,4.347826,207,2005,"gre"
"Open Library","Oliver Twist","Charles Dickens","mystery",NA,4.0657897,76,1822,"yid"
"Open Library","Harry Potter and the Deathly Hallows","J. K. Rowling","mystery",NA,4.267157,408,2007,"gre"
"Open Library","Middlemarch","George Eliot","mystery",NA,4.12,25,1800,"rus"
"Open Library","La sombra del viento","Carlos Ruiz Zafón","mystery",NA,4.2916665,48,2001,"pl"
"Open Library","The Age of Fable","Thomas Bulfinch","romance",NA,3,4,1800,"fr"
"Open Library","Memórias póstumas de Brás Cubas","Machado de Assis","romance",NA,3.6875,16,1881,"por"
"Open Library","Far from the Madding Crowd","Thomas Hardy","romance",NA,3.6842105,19,1874,"por"
"Open Library","Le Morte d'Arthur","Thomas Malory","romance",NA,3.4210527,19,1557,"heb"
"Open Library","El amor en los tiempos del cólera","Gabriel García Márquez","romance",NA,4.206897,58,1985,"rus"
"Open Library","Le rouge et le noir","Stendhal","romance",NA,3.8823528,17,1830,"por"
"Open Library","Du côté de chez Swann","Marcel Proust","romance",NA,3.8888888,9,1908,"por"
"Open Library","Women in Love","D. H. Lawrence","romance",NA,3.5789473,19,1877,"por"
"Open Library","Veinte poemas de amor y una canción desesperada","Pablo Neruda","romance",NA,4.2272725,22,1924,"arn"
"Open Library","Northanger Abbey","Jane Austen","romance",NA,3.875,40,1818,"ita"
"Open Library","The Fall of the House of Usher","Edgar Allan Poe","romance",NA,4.2777777,18,1704,"en"
"Open Library","Les Liaisons dangereuses","Pierre Choderlos de Laclos","romance",NA,3.857143,14,1782,"tur"
"Open Library","Pride and Prejudice","Jane Austen","romance",NA,4.185864,382,1813,"pan"
"Open Library","La Chute","Albert Camus","romance",NA,3.7017543,57,1917,"ita"
"Open Library","Анна Каренина","Лев Толстой","romance",NA,4.191489,47,1876,"yid"
"Open Library","Fifty Shades of Grey","E. L. James","romance",NA,3.9394906,314,2000,"por"
"Open Library","Noli Me Tangere","José Rizal","romance",NA,4.4,10,1902,"ita"
"Open Library","Sense and Sensibility","Jane Austen","romance",NA,3.8666666,45,1811,"por"
"Open Library","Tender is the Night","F. Scott Fitzgerald","romance",NA,3.8947368,19,1933,"ita"
"Open Library","This Side of Paradise","F. Scott Fitzgerald","romance",NA,3.9411764,17,1920,"por"
"Open Library","The Great Gatsby","F. Scott Fitzgerald","romance",NA,3.9646466,198,1920,"heb"
"Open Library","Lady Susan","Jane Austen","romance",NA,3.1818182,11,1925,"fr"
"Open Library","The Turn of the Screw","Henry James","romance",NA,3.65,40,1898,"jpn"
"Open Library","Terre des hommes","Antoine de Saint-Exupéry","romance",NA,4.2352943,17,1936,"mul"
"Open Library","The Return of the Native","Thomas Hardy","romance",NA,4,7,1878,"und"
"Open Library","Emma","Jane Austen","romance",NA,3.9649122,57,1815,"rus"
"Open Library","The Age of Innocence","Edith Wharton","romance",NA,3.5416667,48,1920,"fr"
"Open Library","Die Blechtrommel","Günter Grass","romance",NA,2.9285715,14,1959,"de"
"Open Library","Our Mutual Friend","Charles Dickens","romance",NA,2.6,5,1800,"en"
"Open Library","The Awakening","Kate Chopin","romance",NA,3.5945945,37,1899,"de"
"Open Library","Ethan Frome","Edith Wharton","romance",NA,4,42,1910,"fr"
"Open Library","Les Trois Mousquetaires","Alexandre Dumas","romance",NA,4.1034484,29,1844,"fr"
"Open Library","Le Comte de Monte Cristo","Alexandre Dumas","romance",NA,4.2864585,192,1830,"yid"
"Open Library","Доктор Живаго","Boris Leonidovich Pasternak","romance",NA,3.5,16,1957,"yid"
"Open Library","Breakfast at Tiffany's","Truman Capote","romance",NA,3.9333334,15,1956,"por"
"Open Library","À rebours","Joris-Karl Huysmans","romance",NA,4.4,10,1884,"de"
"Open Library","Wuthering Heights","Emily Brontë","romance",NA,4.1043167,278,1846,"fr"
"Open Library","Lolita","Vladimir Nabokov","romance",NA,3.972477,109,1777,"rus"
"Open Library","Se questo è un uomo","Primo Levi","romance",NA,4.2727275,22,1947,"por"
"Open Library","The House of Mirth","Edith Wharton","romance",NA,4.125,16,1905,"en"
"Open Library","Daisy Miller","Henry James","romance",NA,3,4,1877,"en"
"Open Library","Rebecca","Daphne du Maurier","romance",NA,4.1489363,47,1938,"heb"
"Open Library","Don Quijote de la Mancha","Miguel de Cervantes Saavedra","romance",NA,3.8947368,57,1600,"yid"
"Open Library","Il Paradiso","Dante Alighieri","romance",NA,4.8333335,6,1595,"lat"
"Open Library","Les fleurs du mal","Charles Baudelaire","romance",NA,4.230769,13,1855,"por"
