"source","title","author","genre","price_usd","rating","ratings_count","year","language"
"Open Library","The lost boy","David J. Pelzer","self_help",NA,5,10,1994,"swe"
"Open Library","The Compound effect","Darren Hardy","self_help",NA,4,20,2010,"en"
"Open Library","Change your brain, change your life","Daniel G. Amen","self_help",NA,3.8,5,1998,"en"
"Open Library","Living, loving & learning","Leo F. Buscaglia","self_help",NA,5,3,1982,"chi"
"Open Library","Drama des begabten Kindes","Alice Miller","self_help",NA,3.6666667,9,1981,"en"
"Open Library","Your perfect right","Robert E. Alberti","self_help",NA,4,2,1974,"en"
"Open Library","Grit","Angela Duckworth","self_help",NA,3.8461537,39,2016,"en"
"Open Library","Difficult Conversations","Douglas Stone","self_help",NA,3.8333333,6,1999,"en"
"Open Library","It Will Never Happen to Me","Claudia Black","self_help",NA,2.6666667,3,1982,"en"
"Open Library","Toxic Parents","Susan Forward","self_help",NA,2.9,10,1988,"en"
"Open Library","Overcoming overeating","Jane R. Hirschmann","self_help",NA,5,1,1988,"en"
"Open Library","You are a badass at making money","Jen Sincero","self_help",NA,5,2,2014,"en"
"Open Library","Prozac nation","Elizabeth Wurtzel","self_help",NA,3.8181818,11,1994,"ice"
"Open Library","The Four Agreements","Don Miguel Ruiz","self_help",NA,3.8730159,63,1997,"es"
"Open Library","Procrastination","Jane B. Burka","self_help",NA,4.4,5,1983,"en"
"Open Library","The porn trap","Wendy Maltz","self_help",NA,3,3,2008,"en"
"Open Library","It didn't start with you","Mark Wolynn","self_help",NA,3.5714285,14,2016,"en"
"Open Library","How to Organize Yourself","John Caunt","self_help",NA,4.6666665,3,2013,"en"
"Open Library","Goodbye, things","Fumio Sasaki","self_help",NA,4.1666665,12,2013,"en"
"Open Library","The Road to Character","David Brooks","self_help",NA,3.4444444,9,2015,"en"
"Open Library","Money","Tony Robbins","self_help",NA,4,12,2014,"en"
"Open Library","Punished by Rewards","Alfie Kohn","self_help",NA,4.6,5,1993,"en"
"Open Library","No More Mr. Nice Guy","Robert A. Glover","self_help",NA,3.5294118,17,2001,"en"
"Open Library","Too Good to Leave, Too Bad to Stay","Mira Kirshenbaum","self_help",NA,5,2,1996,"es"
"Open Library","Ultralearning","Scott Young","self_help",NA,4.3076925,13,2019,"en"
"Open Library","Adult children of emotionally immature parents","Lindsay C. Gibson","self_help",NA,4.5833335,12,2015,"en"
"Open Library","You can heal your life","Louise L. Hay","self_help",NA,4.5625,16,1984,"en"
"Open Library","Don't Believe Everything You Think","Joseph Nguyen","self_help",NA,4.1764708,51,2022,"en"
"Open Library","The untethered soul","Michael A. Singer","self_help",NA,4.3809524,21,2007,"en"
"Open Library","Sisters of the Yam","bell hooks","self_help",NA,NA,NA,1993,"en"
"Open Library","Make Your Bed","William H. McRaven","self_help",NA,3.642857,14,2017,"por"
"Open Library","How to meditate","Lawrence L. LeShan","self_help",NA,5,1,1974,"en"
"Open Library","Wishcraft","Barbara Sher","self_help",NA,3.6,5,1979,"en"
"Open Library","Burnout","Emily Nagoski","self_help",NA,4,7,2019,"en"
"Open Library","Lost connections","Johann Hari","self_help",NA,4.285714,7,2018,"en"
"Open Library","Social Intelligence","Daniel Goleman","self_help",NA,5,3,2006,"en"
"Open Library","Breaking the habit of being yourself","Joe Dispenza","self_help",NA,3.857143,42,2012,"en"
"Open Library","Why Has Nobody Told Me This Before?","Julie Smith","self_help",NA,3.5,16,2022,"en"
"Open Library","Digital Minimalism","Cal Newport","self_help",NA,3.4666667,15,2019,"en"
"Open Library","You mean I'm not lazy, stupid or crazy?!","Kate Kelly","self_help",NA,NA,NA,1993,"en"
"Open Library","The Book of Secrets","Deepak Chopra","self_help",NA,3,2,2004,"chi"
"Open Library","The Silva mind control method","José Silva","self_help",NA,4,4,1977,"es"
"Open Library","The Success Principles","Jack Canfield","self_help",NA,5,3,2004,"es"
"Open Library","The Daily Laws","Robert Greene","self_help",NA,3.9285715,14,2021,"en"
"Open Library","The Mountain Is You","Brianna Wiest","self_help",NA,3.357143,42,2020,"en"
"Open Library","Tools of Titans","Timothy Ferriss","self_help",NA,4.6,5,2016,"en"
"Open Library","The language of letting go","Melody Beattie","self_help",NA,5,3,1990,"en"
"Open Library","The Odyssey","Όμηρος","poetry",NA,4,1,1946,"en"
"Open Library","A Child's Garden of Verses","Robert Louis Stevenson","poetry",NA,3.8,5,1885,"en"
"Open Library","Poems","William Butler Yeats","poetry",NA,4.117647,17,1895,"en"
"Open Library","Poems","William Wordsworth","poetry",NA,3.75,8,1807,"mal"
"Open Library","Meghadūta","Kālidāsa","poetry",NA,3.3076923,13,1813,"pan"
"Open Library","Poems","William Blake","poetry",NA,4.25,4,1783,"en"
"Open Library","Gitanjali (song offerings)","Rabindranath Tagore","poetry",NA,4,8,1910,"guj"
"Open Library","De rerum natura","Titus Lucretius Carus","poetry",NA,3.8,15,1486,"mul"
"Open Library","The Poems of Emily Dickinson Volume II","Emily Dickinson","poetry",NA,4.3,10,1890,"cat"
"Open Library","Rime of the ancient mariner","Samuel Taylor Coleridge","poetry",NA,3.7391305,23,1827,"hun"
"Open Library","The Night Before Christmas","Clement Clarke Moore","poetry",NA,3.7575758,33,1857,"en"
"Open Library","Aeneis","Publius Vergilius Maro","poetry",NA,3.1666667,6,1710,"fr"
"Open Library","Inferno","Dante Alighieri","poetry",NA,4.2272725,22,1767,"por"
"Open Library","The Prophet","Kahlil Gibran","poetry",NA,4.321429,56,1900,"yid"
"Open Library","Ὀδύσσεια","Όμηρος","poetry",NA,4.063291,158,1488,"rum"
"Open Library","Ἰλιάς","Όμηρος","poetry",NA,4.056818,88,1505,"rum"
"Open Library","Poems","Rainer Maria Rilke","poetry",NA,4.375,8,1900,"por"
"Open Library","Ars Amatoria","Ovid","poetry",NA,4.3333335,9,1494,"ita"
"Open Library","Ramayana, a Holy Bible of India","Vālmīki","poetry",NA,4.2352943,17,1823,"mal"
"Open Library","Poetics","Aristotle","poetry",NA,3.857143,7,1536,"grc"
"Open Library","Sein und Zeit","Martin Heidegger","poetry",NA,4,11,1927,"en"
"Open Library","Die Leiden des jungen Werthers","Johann Wolfgang von Goethe","poetry",NA,3.6785715,28,1779,"chi"
"Open Library","On Liberty","John Stuart Mill","poetry",NA,3.9,10,1859,"yid"
"Open Library","La Poetica","Aristotle","poetry",NA,3.6666667,12,1479,"lat"
"Open Library","Faust","Johann Wolfgang von Goethe","poetry",NA,4.0263157,38,1800,"rus"
"Open Library","The Bell Jar","Sylvia Plath","poetry",NA,4.234375,64,1948,"srp"
"Open Library","Πολιτικά (Politiká)","Aristotle","poetry",NA,3.6666667,15,1492,"grc"
"Open Library","The Taming of the Shrew","William Shakespeare","poetry",NA,3.3030303,33,1631,"fr"
"Open Library","King Lear","William Shakespeare","poetry",NA,4,20,1608,"yid"
"Open Library","Robinson Crusoe","Daniel Defoe","poetry",NA,3.92,25,1686,"yid"
"Open Library","Macbeth","William Shakespeare","poetry",NA,3.9787233,141,1508,"swa"
"Open Library","Fables","Jean de La Fontaine","poetry",NA,4.2222223,9,1678,"mlg"
"Open Library","Oresteia","Aeschylus","poetry",NA,4.3333335,6,1845,"grc"
"Open Library","The complete poetical works","Robert Burns","poetry",NA,4,2,1786,"bel"
"Open Library","Doctor Faustus","Christopher Marlowe","poetry",NA,4.0555553,18,1662,"de"
"Open Library","The Hunting of the Snark","Lewis Carroll","poetry",NA,4.8,5,1876,"en"
"Open Library","Satyricon","Petronius","poetry",NA,3.7777777,9,1575,"rus"
"Open Library","Milton's Poems","John Milton","poetry",NA,3.4285715,7,1605,"mul"
"Open Library","Livro do Desassossego","Fernando Pessoa","poetry",NA,4,6,1982,"fr"
"Open Library","The Cat in the Hat","Dr. Seuss","poetry",NA,4.1320753,106,1957,"yid"
"Open Library","On the Banks of Plum Creek","Laura Ingalls Wilder","poetry",NA,4.0454545,22,1937,"heb"
"Open Library","De consolatione philosophiae","Boethius","poetry",NA,3.3,10,1483,"mul"
"Open Library","Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.","poetry",NA,4.0877194,57,1967,"som"
"Open Library","Os Lusíadas","Luís de Camões","poetry",NA,4.6,5,1572,"por"
"Open Library","Moll Flanders","Daniel Defoe","poetry",NA,3.75,4,1722,"rus"
"Open Library","Poema de mio Cid","Anonymous","poetry",NA,3.5,4,1868,"por"
"Open Library","The lady of the lake","Sir Walter Scott","poetry",NA,3.6363637,11,1800,"en"
"Open Library","The Professor","Charlotte Brontë","poetry",NA,3.25,8,1856,"en"
"Open Library","An essay on man","Alexander Pope","poetry",NA,4,1,1733,"mul"
"Open Library","Rubāʻīyāt","Omar Khayyam","poetry",NA,4.3333335,3,1870,"kur"
"Open Library","Poems","Samuel Taylor Coleridge","poetry",NA,3.3333333,3,1796,"en"
"Open Library","Cyropaedia","Xenophon","poetry",NA,3.2631578,19,1527,"rus"
"Open Library","Libro de buen amor","Juan Ruiz","poetry",NA,3.6666667,3,1900,"ita"
"Open Library","When we were very young","A. A. Milne","poetry",NA,4.3,10,1924,"en"
"Open Library","Parzival","Wolfram von Eschenbach","poetry",NA,3.7777777,9,1885,"gmh"
"Open Library","My Secret Life","Walter","poetry",NA,4.8,5,1966,"en"
"Open Library","Roots","Alex Haley","poetry",NA,4.652174,23,1861,"de"
"Open Library","Comus","John Milton","poetry",NA,3.368421,19,1738,"en"
"Open Library","Poems","Alfred Lord Tennyson","poetry",NA,3.4,5,1827,"en"
"Open Library","Room on the Broom","Julia Donaldson","poetry",NA,4.5333333,15,2001,"cat"
"Open Library","Moments of vision","Thomas Hardy","poetry",NA,NA,NA,1889,"en"
"Open Library","الروض العاطر في نزهة الخاطر","ʻUmar ibn Muḥammad Nafzāwī","poetry",NA,3.3333333,3,1886,"ara"
"Open Library","Revolting rhymes","Roald Dahl","poetry",NA,4.1363635,22,1982,"es"
"Open Library","La Nuit","Elie Wiesel","poetry",NA,4.3777776,45,1955,"yid"
"Open Library","Pale Fire","Vladimir Nabokov","poetry",NA,4,5,1945,"es"
"Open Library","The History of Rasselas, Prince of Abyssinia","Samuel Johnson","poetry",NA,5,1,1759,"mal"
"Open Library","Vite de' più eccellenti pittori, scultori et architettori","Giorgio Vasari","poetry",NA,3,4,1759,"en"
"Open Library","The Renaissance, Studies in Art and Poetry","Walter Pater","poetry",NA,5,1,1873,"de"
"Open Library","Poems","Matthew Arnold","poetry",NA,1,1,1853,"en"
"Open Library","The Enduring Vision","Paul S. Boyer","history",NA,4.625,8,1987,"en"
"Open Library","La conquête du pain","Peter Kropotkin","history",NA,4.071429,14,1892,"yid"
"Open Library","A Study of History","Arnold J. Toynbee","history",NA,4.5,8,1900,"rus"
"Open Library","History of the Decline and Fall of the Roman Empire Complete and Unabridged","Edward Gibbon","history",NA,4.5,8,1776,"es"
"Open Library","A dictionary of the English language","Samuel Johnson","history",NA,2.5,2,1747,"en"
"Open Library","Naturalis historia","Pliny the Elder","history",NA,3.5,4,1469,"mul"
"Open Library","A Room of One's Own","Virginia Woolf","history",NA,4.3030305,33,1929,"dan"
"Open Library","The Innocents Abroad","Mark Twain","history",NA,3.4285715,7,1800,"en"
"Open Library","Salomé","Oscar Wilde","history",NA,3.4,15,1893,"yid"
"Open Library","De la démocratie en Amérique","Alexis de Tocqueville","history",NA,4.5,2,1835,"heb"
"Open Library","Philosophiae naturalis principia mathematica","Sir Isaac Newton","history",NA,3.8,15,1687,"lat"
"Open Library","History of the Peloponnesian War","Thucydides","history",NA,4.6666665,3,1526,"mul"
"Open Library","Jude the Obscure","Thomas Hardy","history",NA,3.909091,11,1895,"de"
"Open Library","Essay concerning human understanding","John Locke","history",NA,3.8333333,6,1689,"de"
"Open Library","Mere Christianity","C. S. Lewis","history",NA,4.2826085,46,1943,"rum"
"Open Library","Anatomy","Henry Gray F.R.S.","history",NA,4.375,32,1858,"en"
"Open Library","A Tale of Two Cities","Charles Dickens","history",NA,3.7878788,198,1800,"pan"
"Open Library","The Book Thief","Markus Zusak","history",NA,4.152174,138,1998,"rum"
"Open Library","Antony and Cleopatra","William Shakespeare","history",NA,3.4210527,19,1734,"rus"
"Open Library","Georg Baselitz","Georg Baselitz","history",NA,4,1,1970,"mul"
"Open Library","Jenseits von Gut und Böse","Friedrich Nietzsche","history",NA,4.318182,22,1885,"fr"
"Open Library","Anne's House of Dreams","Lucy Maud Montgomery","history",NA,4.133333,15,1917,"de"
"Open Library","The Alhambra","Washington Irving","history",NA,4.142857,7,1800,"rus"
"Open Library","All's Well That Ends Well","William Shakespeare","history",NA,3.6363637,11,1734,"jpn"
"Open Library","The Merchant of Venice","William Shakespeare","history",NA,4.0363636,55,1600,"rus"
"Open Library","The Constitution of the United States and related documents","United States","history",NA,5,3,1787,"lao"
"Open Library","As You Like It","William Shakespeare","history",NA,3.7272727,22,1734,"pan"
"Open Library","The Good Earth","Pearl S. Buck","history",NA,3.909091,22,1931,"mar"
"Open Library","Decamerone","Giovanni Boccaccio","history",NA,4.125,16,1516,"yid"
"Open Library","Das Kapital","Karl Marx","history",NA,4.478261,23,1867,"por"
"Open Library","For Whom the Bell Tolls","Ernest Hemingway","history",NA,3.64,25,1940,"por"
"Open Library","The Problems of Philosophy","Bertrand Russell","philosophy",NA,3.4,5,1900,"es"
"Open Library","The guide of the perplexed of Maimonides","Moses Maimonides","philosophy",NA,3.6,5,1473,"lat"
"Open Library","Tractatus logico-philosophicus","Ludwig Wittgenstein","philosophy",NA,4.428571,7,1921,"por"
"Open Library","Discours de la méthode","René Descartes","philosophy",NA,4.230769,13,1644,"heb"
"Open Library","The Kybalion","Three Initiates","philosophy",NA,4.6666665,6,1912,"en"
"Open Library","Principles of Political Economy","John Stuart Mill","philosophy",NA,5,1,1848,"en"
"Open Library","Lun yu","Confucius","philosophy",NA,3.2,5,1750,"por"
"Open Library","Also sprach Zarathustra","Friedrich Nietzsche","philosophy",NA,3.7,10,1883,"rus"
"Open Library","Συμπόσιον","Πλάτων","philosophy",NA,4.185185,27,1559,"por"
"Open Library","Kritik der reinen Vernunft","Immanuel Kant","philosophy",NA,3,1,1781,"rus"
"Open Library","The Varieties of Religious Experience","William James","philosophy",NA,3.2,5,1817,"en"
"Open Library","Nicomachean Ethics","Aristotle","philosophy",NA,3.8333333,24,1558,"heb"
"Open Library","The Art of Loving","Erich Fromm","philosophy",NA,3.6216216,37,1956,"por"
"Open Library","Pensées","Blaise Pascal","philosophy",NA,4,4,1670,"de"
"Open Library","The Book of Tea","Okakura Kakuzō","philosophy",NA,4.3076925,13,1900,"heb"
"Open Library","Summa Theologica","Thomas Aquinas","philosophy",NA,4.4444447,9,1467,"mul"
"Open Library","Siddhartha","Hermann Hesse","philosophy",NA,4.116667,60,1922,"guj"
"Open Library","Candide","Voltaire","philosophy",NA,3.9756098,82,1746,"bal"
"Open Library","The Wealth of Nations","Adam Smith","philosophy",NA,4.096774,31,1776,"de"
"Open Library","Vom Kriege","Carl von Clausewitz","philosophy",NA,3.5555556,9,1835,"chi"
"Open Library","Отцы и дети","Ivan Sergeevich Turgenev","philosophy",NA,4,23,1867,"chi"
"Open Library","A Brief History of Time","Stephen Hawking","philosophy",NA,4.130045,223,1988,"por"
"Open Library","कामसूत्र","Vatsyāyana","philosophy",NA,3.8297873,47,1883,"mar"
"Open Library","Hamlet","William Shakespeare","philosophy",NA,4.01227,163,1603,"rum"
"Open Library","Leviathan","Thomas Hobbes","philosophy",NA,3.4666667,15,1651,"chi"
"Open Library","The Everlasting Man","Gilbert Keith Chesterton","philosophy",NA,3.25,4,1925,"es"
"Open Library","Mutual Aid","Peter Kropotkin","philosophy",NA,4.2,5,1891,"por"
"Open Library","La nausée","Jean-Paul Sartre","philosophy",NA,3.952381,21,1938,"per"
"Open Library","The Stones of Venice","John Ruskin","philosophy",NA,4.5,2,1851,"en"
"Open Library","Φαίδων","Πλάτων","philosophy",NA,4.111111,9,1713,"roa"
"Open Library","Utilitarianism","John Stuart Mill","philosophy",NA,4.2,5,1863,"rus"
"Open Library","Государство и революция","Vladimir Il’ich Lenin","philosophy",NA,4.3333335,3,1900,"rus"
"Open Library","Two Treatises on Government","John Locke","philosophy",NA,4.5,4,1689,"en"
"Open Library","Le Deuxième Sexe","Simone de Beauvoir","philosophy",NA,4.0588236,17,1949,"de"
"Open Library","Physics","Aristotle","philosophy",NA,3.631579,19,1472,"en"
"Open Library","How we think","John Dewey","philosophy",NA,5,5,1909,"en"
"Open Library","Divergent","Veronica Roth","philosophy",NA,3.96,200,2010,"por"
"Open Library","Tax administration","United States. General Accounting Office","business",NA,5,1,1986,"en"
"Open Library","Die protestantische Ethik und der Geist des Kapitalismus","Max Weber","business",NA,3.6666667,6,1700,"por"
"Open Library","Management information systems","Kenneth C. Laudon","business",NA,4.1,10,1945,"en"
"Open Library","The mis-education of the Negro","Carter Godwin Woodson","business",NA,4.3333335,3,1933,"de"
"Open Library","Etiquette in society, in business, in politics and at home","Emily Post","business",NA,4.5,2,1922,"en"
"Open Library","Reminiscences of a stock operator","Edwin Lefèvre","business",NA,4,5,1923,"en"
"Open Library","The Art of Public Speaking","Stephen E. Lucas","business",NA,3.1666667,6,1983,"en"
"Open Library","Accounting Principles","Jerry J. Weygandt","business",NA,3.5833333,12,1987,"en"
"Open Library","Organizational Behavior","Stephen P. Robbins","business",NA,4.2,10,1979,"en"
"Open Library","The 7 Habits of Highly Effective People","Stephen R. Covey","business",NA,3.9766538,257,1989,"por"
"Open Library","Loving","Danielle Steel","business",NA,4,1,1980,"pl"
"Open Library","Economics, an introductory analysis","Paul Anthony Samuelson","business",NA,2.6666667,3,1948,"de"
"Open Library","Économie internationale","Paul R. Krugman","business",NA,4.2,5,1987,"fr"
"Open Library","Public Speaking and Influencing Men in Business","Dale Carnegie","business",NA,4.285714,14,1926,"mon"
"Open Library","Principles of Macroeconomics","N. Gregory Mankiw","business",NA,4.8333335,6,1996,"en"
"Open Library","Neuromancer","William Gibson","business",NA,4.0641026,78,1984,"es"
"Open Library","Reconfigurable Processor Array A Bit Sliced Parallel Computer (USA)","A. Rushton","business",NA,4,1,1986,"en"
"Open Library","Freakonomics","Steven D. Levitt","business",NA,3.8700564,177,2005,"es"
"Open Library","No Logo","Naomi Klein","business",NA,3.5238094,21,1999,"por"
"Open Library","Steve Jobs","Walter Isaacson","business",NA,4.154321,162,2011,"vie"
"Open Library","Marketing","Philip Kotler","business",NA,5,1,1987,"dut"
"Open Library","Strategic management","Gregory G. Dess","business",NA,4.2,5,1992,"en"
"Open Library","Introductory Mathematical Analysis","Ernest F. Haeussler","business",NA,3.5714285,7,1973,"es"
"Open Library","Dombey and Son","Charles Dickens","business",NA,4,1,1800,"rus"
"Open Library","Principles of corporate finance","Richard A. Brealey","business",NA,4.5,4,1981,"en"
"Open Library","The Intelligent Investor","Benjamin Graham","business",NA,4.0962963,135,1949,"fr"
"Open Library","Economics","Richard G. Lipsey","business",NA,4,13,1966,"en"
"Open Library","The Titan","Theodore Dreiser","business",NA,5,4,1914,"en"
"Open Library","Strategic management and business policy","Thomas L. Wheelen","business",NA,4.8,5,1983,"en"
"Open Library","Me Before You","Jojo Moyes","business",NA,4.0615387,65,2012,"kor"
"Open Library","Effective Executive","Peter F. Drucker","business",NA,3.625,8,1967,"en"
"Open Library","Kodeks pracy","Poland.","business",NA,NA,NA,1693,"pl"
"Open Library","Women who run with the wolves","Clarissa Pinkola Estés","business",NA,3.7368422,19,1982,"fr"
"Open Library","International business","John D. Daniels","business",NA,5,1,1976,"en"
"Open Library","The 4-Hour Workweek","Timothy Ferriss","business",NA,3.6923077,91,2006,"chi"
"Open Library","Full Dark, No Stars","Stephen King","business",NA,4.071429,42,2010,"pl"
"Open Library","Fast Food Nation","Eric Schlosser","business",NA,4.178571,28,2001,"jpn"
"Open Library","The Practice of Management","Peter F. Drucker","business",NA,5,2,1954,"chi"
"Open Library","The Magic of Thinking Big","David Joseph Schwartz","business",NA,4.114286,70,1900,"chi"
"Open Library","Microeconomics","Robert S. Pindyck","business",NA,3,2,1988,"en"
"Open Library","Thinking, fast and slow","Daniel Kahneman","business",NA,4.111628,215,2011,"chi"
"Open Library","Operations Management","Lee J. Krajewski","business",NA,4,2,1987,"en"
"Open Library","Confessions of an economic hit man","Perkins, John","business",NA,3.4,15,2004,"es"
"Open Library","Outliers","Malcolm Gladwell","business",NA,4,109,2008,"tur"
"Open Library","Acres of diamonds","Russell Herman Conwell","business",NA,NA,NA,1901,"bul"
"Open Library","Entrepreneurship","Bruce R. Barringer","business",NA,NA,NA,2004,"en"
"Open Library","The affluent society","John Kenneth Galbraith","business",NA,3,1,1958,"chi"
"Open Library","Confessions of an advertising man","David Ogilvy","business",NA,5,3,1963,"chi"
"Open Library","The artist's way","Julia Cameron","business",NA,3.2941177,17,1992,"en"
"Open Library","Security Analysis","Benjamin Graham","business",NA,4.4,10,1934,"en"
"Open Library","Cost accounting","Charles T. Horngren","business",NA,3.3333333,3,1962,"chi"
"Open Library","How to Get Rich","Donald Trump","business",NA,4.5,8,1987,"en"
"Open Library","Financial Management","Eugene F. Brigham","business",NA,4.75,4,1977,"en"
"Open Library","The big short","Michael Lewis","business",NA,4.5588236,34,2009,"en"
"Open Library","Business Statistics","Ken Black","business",NA,4.2,5,1991,"en"
"Open Library","Shoe Dog","Phil Knight","business",NA,4.5625,48,2014,"en"
"Open Library","How to Develop Self-confidence (Personal Development)","Dale Carnegie","business",NA,3.6666667,12,1956,"rus"
"Open Library","The Seven Spiritual Laws of Success","Deepak Chopra","business",NA,3.9333334,15,1994,"en"
"Open Library","The Black Swan","Nassim Nicholas Taleb","business",NA,3.7575758,33,2005,"en"
"Open Library","Liar's Poker","Michael Lewis","business",NA,4.0740743,27,1989,"en"
"Open Library","Rising Sun","Michael Crichton","business",NA,3.1333334,15,1991,"es"
"Open Library","Stock Investing for Dummies","Paul Mladjenovic","business",NA,3,1,2002,"en"
"Open Library","Rich Dad, Poor Dad for Teens","Robert T. Kiyosaki","business",NA,3.9166667,36,2004,"en"
"Open Library","Lean In","Sheryl Sandberg","business",NA,3.6666667,18,1799,"pl"
"Open Library","Economics","McGraw-Hill","business",NA,3.5,2,1998,"en"
"Open Library","Superfreakonomics","Steven D. Levitt","business",NA,4,27,2009,"jpn"
"Open Library","Oh, the Places You'll Go!","Dr. Seuss","business",NA,4.0545454,55,1990,"heb"
"Open Library","Style","Joseph M. Williams","business",NA,4.8,5,1981,"en"
"Open Library","Pattern Recognition","William Gibson","business",NA,3.875,56,2002,"por"
"Open Library","Getting Things Done","David Allen","business",NA,3.7884614,52,2001,"cze"
"Open Library","Corporate finance","Jonathan B. Berk","business",NA,NA,NA,2006,"en"
"Open Library","A Random Walk Down Wall Street","Burton Gordon Malkiel","business",NA,4.3333335,15,1973,"chi"
"Open Library","Rich dad's guide to investing","Robert T. Kiyosaki","business",NA,4.5,12,2000,"vie"
"Open Library","Operations management","Jay H. Heizer","business",NA,4.111111,9,1999,"en"
"Open Library","Elon Musk","Ashlee Vance","business",NA,4.06875,160,2013,"pl"
"Open Library","Business essentials","Ronald J. Ebert","business",NA,5,1,2002,"en"
"Open Library","The leader who had no title","Robin S. Sharma","business",NA,3.3333333,3,2010,"vie"
"Open Library","Principle-Centered Leadership","Stephen R. Covey","business",NA,4,1,1989,"en"
"Open Library","Fundamentals of financial management","Eugene F. Brigham","business",NA,5,2,1978,"en"
"Open Library","Joy of Cooking","Irma S. Rombauer","cookbook",NA,4.769231,13,1931,"swe"
"Open Library","On food and cooking","Harold McGee","cookbook",NA,4.5,8,1984,"en"
"Open Library","Cooking Basics for Dummies","Bryan Miller","cookbook",NA,2.5,2,2004,"en"
"Open Library","How to Cook Everything","Mark Bittman","cookbook",NA,4.1764708,17,1998,"en"
"Open Library","The flavor bible","Karen Page","cookbook",NA,5,3,2008,"en"
"Open Library","A Cook's Tour","Anthony Bourdain","cookbook",NA,4.25,4,2001,"en"
"Open Library","Betty Crocker Cookbook","Betty Crocker","cookbook",NA,3,2,2002,"en"
"Open Library","American cookery","Amelia Simmons","cookbook",NA,4.5,2,1796,"en"
"Open Library","Roald Dahl's Revolting Recipes","Josie Fison","cookbook",NA,3.4,5,1994,"wel"
"Open Library","The Little House Cookbook","Barbara M. Walker","cookbook",NA,NA,NA,1979,"en"
"Open Library","New York Times Cook Book","Craig Claiborne","cookbook",NA,2.6666667,3,1961,"en"
"Open Library","Encyclopedia Brown takes the cake!","Donald J. Sobol","cookbook",NA,5,1,1983,"en"
"Open Library","Great American Home Baking",NA,"cookbook",NA,5,1,1993,"en"
"Open Library","Tender at the bone","Ruth Reichl","cookbook",NA,4,7,1998,"chi"
"Open Library","The Nancy Drew cookbook","Carolyn Keene","cookbook",NA,4,4,1973,"en"
"Open Library","Comfort Me with Apples","Ruth Reichl","cookbook",NA,3.6666667,3,2001,"en"
"Open Library","Sauces","James Peterson","cookbook",NA,NA,NA,1991,"en"
"Open Library","Quick Easy Cookbook More Than 200 Healthy Recipes You Can Make In Minutes","American Heart Association","cookbook",NA,NA,NA,2012,NA
"Open Library","Treasured Armenian Recipes","Armenian General Benevolent Union. Detroit Women's Chapter","cookbook",NA,NA,NA,1949,"en"
"Open Library","The Pooh Cook Book","Virginia H. Ellison","cookbook",NA,4.6666665,3,1969,"en"
"Open Library","The Care Bears' party cookbook","Jane O'Connor","cookbook",NA,4,2,1985,"en"
"Open Library","Ratio","Michael Ruhlman","cookbook",NA,4.6,5,2009,"en"
"Open Library","I'm Just Here for the Food","Alton Brown","cookbook",NA,3.6666667,6,2002,"en"
"Open Library","The Silver Palate cookbook","Julee Rosso","cookbook",NA,4,3,1982,"en"
"Open Library","Julia's Kitchen Wisdom","Julia Child","cookbook",NA,2,1,2000,"en"
"Open Library","The Way to Cook","Julia Child","cookbook",NA,NA,NA,1985,"en"
"Open Library","The Apprentice","Jacques Pépin","cookbook",NA,5,1,2003,"en"
"Open Library","The herbal kitchen","Kami McBride","cookbook",NA,NA,NA,2010,"en"
"Open Library","New classic family dinners","Mark Peel","cookbook",NA,3,1,2009,"en"
"Open Library","How to cook a wolf","M. F. K. Fisher","cookbook",NA,4,2,1942,"en"
"Open Library","Thug Kitchen","Thug Kitchen","cookbook",NA,5,2,2014,"en"
"Open Library","How to Eat","Nigella Lawson","cookbook",NA,NA,NA,1999,"en"
"Open Library","Nourishing traditions","Sally Fallon","cookbook",NA,NA,NA,1999,"en"
"Open Library","Ottolenghi the cookbook","Yotam Ottolenghi","cookbook",NA,NA,NA,2008,"en"
"Open Library","The Boxcar Children cookbook","Diane Blain","cookbook",NA,5,1,1991,"en"
"Open Library","Minecraft","Tara Theoharis","cookbook",NA,5,1,2023,"en"
"Open Library","The best make-ahead recipe","Daniel Van Ackere","cookbook",NA,4.5,2,2007,"en"
"Open Library","Brain Maker","David Perlmutter","cookbook",NA,NA,NA,2015,NA
"Open Library","The fastDiet","Michael Mosley","cookbook",NA,4,1,2013,"en"
"Open Library","The Art of Simple Food","Alice Waters","cookbook",NA,NA,NA,2007,"en"
"Open Library","Fog City Diner cookbook","Cindy Pawlcyn","cookbook",NA,NA,NA,1993,"en"
"Open Library","The gourmet cookbook","Ruth Reichl","cookbook",NA,5,1,2004,"en"
"Open Library","Cooking for Geeks","Jeff Potter","cookbook",NA,4.5,2,2010,"en"
"Open Library","Cook with Jamie","Jamie Oliver","cookbook",NA,3,1,2006,"en"
"Open Library","The juicing bible","Pat Crocker","cookbook",NA,4.5,2,2000,"en"
"Open Library","Best of the Best: The Best Recipes from the 25 Best Cookbooks of the Year (Best of the Best: Best Recipes from the 25 Best Cookbooks of the Year)","Food & Wine Magazine","cookbook",NA,3,2,2003,"en"
"Open Library","How to Read a French Fry","Russ Parsons","cookbook",NA,NA,NA,2001,"en"
"Open Library","""How to Roast a Chicken"" and Other Stories","Simon Hopkinson","cookbook",NA,NA,NA,1980,"en"
